GLOBALEVENTID,SQLDATE,Actor1Name,Actor2Name,QuadClass,NumArticles,NumSources,AvgTone,ActionGeo_Lat,ActionGeo_Long,ActionGeo_Fullname,SOURCEURL
549512103,20160612,HINDU,COMMUNITY,4,1,1,-4.11686586985392,22.5697,88.3697,"Kolkata, West Bengal, India",http://www.asianage.com/international/vulnerable-bangladesh-hindus-want-modi-intervention-safety-822
547182327,20160604,HINDU,COMPANY,4,10,1,-2.26843100189036,23.25,88.5,"Nadia District, West Bengal, India",http://www.dailynayadiganta.com/detail/news/124630
565155126,20160731,HINDU,DALIT,4,10,1,-4.6875,23.0333,72.6167,"Ahmedabad, Gujarat, India",http://navabharat.org/?p=102901
565045511,20160731,KAUSHAL KISHOR,DALIT,4,3,1,1.45681581685744,25.1833,85.5167,"Bihar, Bihar, India",http://indianexpress.com/article/india/india-news-india/modi-govt-party-leadership-must-send-strong-message-take-strict-action-bjps-dalit-mps-2945406/
565045512,20160731,KAUSHAL KISHOR,DALIT,4,2,1,1.45681581685744,27.25,80.75,"Uttar Pradesh, Uttar Pradesh, India",http://indianexpress.com/article/india/india-news-india/modi-govt-party-leadership-must-send-strong-message-take-strict-action-bjps-dalit-mps-2945406/
556155109,20160702,JAIN,TERRORIST,4,8,1,-7.53246753246753,26.4,84.5833,"Barauli, Bihar, India",http://www.dailypioneer.com/todays-newspaper/tarushis-dhaka-sojourn-proves-fatal.html
549021513,20160610,HINDU,BANGLADESH,4,2,1,-7.74962742175857,28.6,77.2,"New Delhi, Delhi, India",http://www.manipalworldnews.com/2016/06/10/hindu-ashram-worker-hacked-to-death-in-bangladesh/
548985302,20160610,CHRISTIAN,ISLAMIC,4,4,1,-6.12535612535612,28.6,77.2,"New Delhi, Delhi, India",http://www.bangladeshsun.com/index.php/sid/244815097
549187563,20160610,HINDU,POLICE,4,4,1,-6.82634730538922,28.6,77.2,"New Delhi, Delhi, India",http://www.bangladeshsun.com/index.php/sid/244845265
549021511,20160610,HINDU,BANGLADESH,4,6,1,-7.74962742175857,18.975,72.8258,"Mumbai, Maharashtra, India",http://www.manipalworldnews.com/2016/06/10/hindu-ashram-worker-hacked-to-death-in-bangladesh/
548985301,20160610,CHRISTIAN,ISLAMIC,4,6,1,-6.12535612535612,18.975,72.8258,"Mumbai, Maharashtra, India",http://www.bangladeshsun.com/index.php/sid/244815097
549047010,20160610,HINDU,BANGLADESH,4,2,1,-9.74289580514206,18.975,72.8258,"Mumbai, Maharashtra, India",http://www.dailymail.co.uk/wires/afp/article-3634876/Hindu-monastery-worker-hacked-death-Bangladesh.html
551684698,20150619,HINDU,GANGSTER,4,10,1,-1.46699266503667,28.6667,77.4333,"Ghaziabad, Uttar Pradesh, India",http://www.asianage.com/mumbai/swami-chakrapani-probe-kairana-s-hindu-exodus-195
547403121,20160605,CHRISTIAN,NATORE,4,10,1,-11.5555555555556,27.25,80.75,"Uttar Pradesh, Uttar Pradesh, India",http://indiatoday.intoday.in/story/militants-kill-wife-of-bangladesh-anti-terror-police/1/683805.html
563121892,20160725,HINDU,WEBSITE,4,5,1,-7.89473684210526,13.3167,75.7833,"Chikkamagaluru, Karnataka, India",http://www.newsnow.in/news/cyber-attack-on-isps-police-file-fir
562598092,20160722,CHRISTIAN,HINDU,4,4,1,-5.03978779840849,20.0,77.0,India,http://www.catholic.org/news/international/asia/story.php?id=70035
560970399,20160718,HINDU,SIKH,4,10,1,-3.09396485867075,33.65,75.0167,"Kulgam, Jammu and Kashmir, India",http://panchjanya.com/Encyc/2016/7/18/-Aawran.aspx
560961672,20160718,HINDU,EMPEROR,4,6,1,-1.75932441942294,18.975,72.8258,"Bombay, Maharashtra, India",https://www.forwardpress.in/2016/07/ab-rss-ka-hamala-samrat-ashok-par_ram-puniyani-2/
560961673,20160718,HINDU,EMPEROR,4,2,1,-1.75932441942294,20.5,84.4167,"Orissa, Orissa, India",https://www.forwardpress.in/2016/07/ab-rss-ka-hamala-samrat-ashok-par_ram-puniyani-2/
546829292,20160603,HINDU,RAJASTHAN,4,5,1,-8.23045267489712,26.9167,75.8167,"Jaipur, Rajasthan, India",http://www.firstpost.com/india/rajasthan-three-accused-of-cattle-smuggling-assaulted-by-hindutva-brigade-2815466.html
565727092,20160802,HINDUISM,HINDUISM,4,10,1,0.0,27.25,80.75,"Uttar Pradesh, Uttar Pradesh, India",http://www.toutelatele.com/progTv/fiche.php?id=1393984&date=2016-08-02
542698704,20160522,HINDU,BANGLADESH,4,6,1,-3.01399354144241,27.45,83.1333,"Aligarh, Uttar Pradesh, India",http://www.newsnow.in/news/mamata-apos-s-moment-of-glory-in-muslim-majority-districts-the-hindu
545055978,20160529,HINDU PRIEST,HINDU,4,8,1,-0.25094102885822,20.0,77.0,India,http://www.lankaweb.com/news/items/2016/05/28/maithripala-sirisena-is-not-the-owner-of-sri-lanka-to-give-land-to-india-to-build-a-hindu-temple-to-seetha-of-indian-mythology/comment-page-1/
545032670,20160528,HINDU,DALIT,4,2,1,6.67634252539913,18.975,72.8258,"Mumbai, Maharashtra, India",http://www.newsnow.in/news/top-stars-fell-in-love-with-them-
549226957,20160609,HINDU,MILITANT,4,6,1,-8.07291666666667,34.3194,74.1306,"Bandarban, Jammu and Kashmir, India",http://www.dhakatribune.com/bangladesh/2016/jun/11/pabna-monastery-staff-latest-victim-militant-attack
549226956,20160609,HINDU,MILITANT,4,4,1,-8.07291666666667,26.4667,84.4333,"Gopalganj, Bihar, India",http://www.dhakatribune.com/bangladesh/2016/jun/11/pabna-monastery-staff-latest-victim-militant-attack
549283379,20160611,JAIN,NEW DELHI,4,3,1,-13.5593220338983,26.3521,79.2158,"Tihar, Uttar Pradesh, India",http://www.dnaindia.com/india/report-5-get-life-term-for-raping-danish-tourist-in-delhi-2222143
562228934,20160721,DIGAMBAR,GOVERNMENT,4,4,1,-2.7906976744186,29.6161,76.9806,"Haryana, Haryana, India",http://www.patrika.com/news/agra/digambar-jain-saints-safety-demands-1354406/
549015864,20160610,HINDU,BANGLADESH,4,4,1,-5.53505535055351,20.0,77.0,India,http://zeenews.india.com/news/south-asia/inmate-of-hindu-ashram-hacked-to-death-in-bangladesh_1893729.html
549065673,20160610,HINDU,BANGLADESH,4,8,1,-6.37860082304527,20.2667,72.9667,"Atal, Dadra and Nagar Haveli, India",http://www.dailypioneer.com/top-stories/hindu-ashram-worker-hacked-to-death-in-bangladesh.html
549189164,20160610,CHRISTIAN,HINDU,4,10,1,-5.6475170399221,28.6667,77.2167,"Delhi, Delhi, India",http://www.catholic.org/news/international/asia/story.php?id=69353
549187562,20160610,HINDU,POLICE,4,6,1,-6.82634730538922,18.975,72.8258,"Mumbai, Maharashtra, India",http://www.bangladeshsun.com/index.php/sid/244845265
549021512,20160610,HINDU,BANGLADESH,4,2,1,-7.74962742175857,18.975,72.8258,"Mumbai, Maharashtra, India",http://www.manipalworldnews.com/2016/06/10/hindu-ashram-worker-hacked-to-death-in-bangladesh/
554743412,20160628,HINDU,RANA,4,10,1,-2.41935483870968,20.0,77.0,India,http://ekushey-tv.com/lead-news/2016/06/28/102496/
546744965,20160603,JAIN,POLICE,4,1,1,0.0,26.9167,75.8167,"Jaipur, Rajasthan, India",http://timesofindia.indiatimes.com/city/jaipur/When-cops-turn-teachers-to-protect-adolescence/articleshow/52564151.cms
553726810,20160625,BANGLADESH,JHENAIDAH,4,1,1,-6.89655172413793,22.5697,88.3697,"Kolkata, West Bengal, India",http://www.benarnews.org/english/news/bengali/death-threat-06242016175140.html
552024935,20160620,CHRISTIAN,INDONESIA,4,2,1,-3.8497874350496,28.6,77.2,"New Delhi, Delhi, India",http://www.ruthfullyyours.com/2016/06/20/ramadan-again-white-flags-big-lies-dead-bodies-diana-west/
542108263,20160520,HINDU,ASSAM,4,1,1,-0.31380753138075,11.93,79.83,"Puducherry, Pondicherry, India",http://www.newsnow.in/news/congress-cruises-back-to-power-with-15-seats-the-hindu
542108264,20160520,HINDU,ASSAM,4,1,1,-0.31380753138075,11.0,78.0,"Tamil Nadu, Tamil Nadu, India",http://www.newsnow.in/news/congress-cruises-back-to-power-with-15-seats-the-hindu
545770331,20160531,AMIT,CONGRESS,4,6,1,-0.84033613445379,27.25,80.75,"Uttar Pradesh, Uttar Pradesh, India",http://www.newstracklive.com/news/amit-shah-has-been-opposed-SP-1059528-1.html
567186124,20160807,NIHANG,AFGHANISTAN,4,1,1,-4.21286031042128,31.3983,74.7158,"Sur Singh, Punjab, India",https://kafila.org/2014/02/06/love-outside-the-gurdwaras-pukhraj-singh/
567375656,20160808,CHRISTIAN,ISLAMIC,4,6,1,-5.15463917525773,23.0333,72.6167,"Ahmedabad, Gujarat, India",http://swarajyamag.com/politics/danger-in-north-east-christian-terror-on-one-side-islamist-on-the-other
567453961,20160808,CHRISTIAN,THE EU,4,2,1,-3.57653791130186,20.5,84.4167,"Orissa, Orissa, India",http://www.asianews.it/news-en/China%E2%80%99s-imports-and-exports-fall-again-38251.html
546208248,20160601,BUDDHIST,AUTHORITIES,4,10,1,-3.96419437340154,28.6667,77.2167,"Delhi, Delhi, India",http://www.newsnow.in/news/pakka-plan-pressmeet
560409399,20160716,HINDU,EMPEROR,4,8,1,-2.34270414993306,20.5,84.4167,"Orissa, Orissa, India",http://www.deshbandhu.co.in/article/6007/10/330
560189896,20160715,SIKH,AMRITSAR,4,6,1,-5.75221238938053,31.6,74.8667,"Golden Temple, Punjab, India",http://singhstation.net/2013/09/uttrakhand-sikh-family-assaulted-in-amritsar/
554853857,20160628,HINDU,SURAT,4,2,1,-4.66222645099904,20.9667,72.9,"Surat, Gujarat, India",http://www.liberalpartyofindia.sabhlokcity.com/communal/babri.html
548149793,20160607,HINDU PRIEST,BANGLADESH,4,10,1,-11.0397946084724,9.86667,78.0667,"Tiruparankundram, Tamil Nadu, India",http://www.newsnow.in/news/elderly-bangla-priest-hacked-to-death
548102115,20160607,CHRISTIAN,HINDU,4,10,1,-10.8359133126935,27.25,80.75,"Uttar Pradesh, Uttar Pradesh, India",http://www.dailyausaf.com/story/111521
557204954,20160706,HINDU,CHRISTIAN,4,8,1,-5.44554455445544,20.0,77.0,India,http://christiantimes.com/article/syria-military-declares-72-hour-truce-but-fighting-continues/58489.htm
557156817,20160706,HINDU,NEPAL,4,2,1,-1.08303249097473,20.0,77.0,India,http://english.onlinekhabar.com/2016/07/06/380982
561850786,20160720,AMIT,DALIT,4,8,1,-1.99733688415446,27.25,80.75,"Uttar Pradesh, Uttar Pradesh, India",http://hindi.business-standard.com/storypage.php?autono=122173
564364438,20160728,HINDU,POLICE,4,1,1,-10.923276983095,23.2167,72.6833,"Gandhi Nagar, Gujarat, India",http://www.newsnow.in/news/dalit-couple-hacked-to-death-in-up-for-rs-15
564213027,20160728,HINDU,A US,4,8,1,-5.05050505050505,23.5,78.5,"Madhya Pradesh, Madhya Pradesh, India",http://www.prabhatkhabar.com/news/other-state/mandsaur-madhya-pradesh-muslim-women-beaten-over-beef-rumour/835860.html
551230539,20160617,HINDU,GOVERNMENT,4,8,1,-1.62822252374491,29.4,77.2,"Kairana, Uttar Pradesh, India",http://khabar.ibnlive.com/news/politics/kairana-controversy-490965.html
551230540,20160617,HINDU,GOVERNMENT,4,2,1,-1.62822252374491,29.9667,77.55,"Saharanpur, Uttar Pradesh, India",http://khabar.ibnlive.com/news/politics/kairana-controversy-490965.html
548185363,20160608,AMIT,MAGISTRATE,4,2,1,-2.94943820224719,25.6,85.1167,"Patna, Bihar, India",http://www.telegraphindia.com/1160608/jsp/bihar/story_89828.jsp
548184846,20160608,JAIN,CRIMINAL,4,3,1,-2.94943820224719,25.75,85.4167,"Vaishali, Bihar, India",http://www.telegraphindia.com/1160608/jsp/bihar/story_89828.jsp
548269402,20160608,HINDU,MUSLIM,4,10,1,-4.11985018726592,28.5667,77.55,"Dadri, Uttar Pradesh, India",http://www.mid-day.com/articles/ranjona-banerji-blurring-lines-in-political-ideology/17313184
543640416,20160524,BUDDHIST MONK,MISCREANT,4,10,1,-6.35910224438903,34.3194,74.1306,"Bandarban, Jammu and Kashmir, India",http://www.newsnow.in/news/elderly-couple-with-no-caretakers-found-dead
543640417,20160524,BUDDHIST,VILLAGER,4,10,1,-6.35910224438903,34.3194,74.1306,"Bandarban, Jammu and Kashmir, India",http://www.newsnow.in/news/elderly-couple-with-no-caretakers-found-dead
543601859,20160524,SIKH,POLICE,4,2,1,-6.0790273556231,30.9,75.85,"Ludhiana, Punjab, India",http://dainiktribuneonline.com/2016/05/%E0%A4%A2%E0%A4%A1%E0%A4%B0%E0%A4%BF%E0%A4%AF%E0%A4%BE%E0%A4%82%E0%A4%B5%E0%A4%BE%E0%A4%B2%E0%A5%87-%E0%A4%AA%E0%A4%B0-%E0%A4%B9%E0%A4%AE%E0%A4%B2%E0%A5%87-%E0%A4%AE%E0%A5%87%E0%A4%82-6-%E0%A4%85/
543601860,20160524,SIKH,POLICE,4,2,1,-6.0790273556231,30.9,75.85,"Ludhiana, Punjab, India",http://dainiktribuneonline.com/2016/05/%E0%A4%A2%E0%A4%A1%E0%A4%B0%E0%A4%BF%E0%A4%AF%E0%A4%BE%E0%A4%82%E0%A4%B5%E0%A4%BE%E0%A4%B2%E0%A5%87-%E0%A4%AA%E0%A4%B0-%E0%A4%B9%E0%A4%AE%E0%A4%B2%E0%A5%87-%E0%A4%AE%E0%A5%87%E0%A4%82-6-%E0%A4%85/
543601861,20160524,SIKH,POLICE,4,6,1,-6.0790273556231,30.3267,76.4003,"Patiala, Punjab, India",http://dainiktribuneonline.com/2016/05/%E0%A4%A2%E0%A4%A1%E0%A4%B0%E0%A4%BF%E0%A4%AF%E0%A4%BE%E0%A4%82%E0%A4%B5%E0%A4%BE%E0%A4%B2%E0%A5%87-%E0%A4%AA%E0%A4%B0-%E0%A4%B9%E0%A4%AE%E0%A4%B2%E0%A5%87-%E0%A4%AE%E0%A5%87%E0%A4%82-6-%E0%A4%85/
553741718,20160625,HINDUISM,HINDUISM,4,10,1,0.0,27.25,80.75,"Uttar Pradesh, Uttar Pradesh, India",http://www.toutelatele.com/progTv/fiche.php?id=1373071&date=2016-06-25
559029325,20160712,RASHTRIYA SWAYAMSEVAK SANGH,ACTIVIST,4,10,1,-7.88381742738589,11.8667,75.3653,"Kannur, Kerala, India",http://www.mangalorean.com/keralas-political-killings-return-as-two-cpi-m/
557660025,20160707,CHRISTIAN,HINDU,4,4,1,-3.22981366459627,20.0,77.0,India,http://www.catholic.org/news/international/asia/story.php?id=69795
557724071,20160708,HINDU,SIKH,4,6,1,0.77519379844961,20.0,77.0,India,http://gulfnews.com/opinion/today-in-history/july-7-1986-record-win-for-nakasone-1.1858373
557801782,20160708,CHRISTIAN,PERPETRATOR,4,1,1,-3.62610797743755,21.5,81.75,"Chhattisgarh, Chhattisgarh, India",https://cruxnow.com/analysis/2016/07/08/footnote-iraq-report-listen-christians/
563858210,20160727,CHRISTIAN,PROTESTANT,4,4,1,-5.23560209424084,20.0,77.0,India,https://cruxnow.com/analysis/2016/07/27/memo-wyd-forget-program-teach-youth-martyrs/
563937802,20160727,HINDU,MUSLIM,4,2,1,-4.26884650317892,22.0667,71.3833,"Somnath, Gujarat, India",http://m.firstpost.com/politics/mandsaur-muddle-cow-protection-gangs-twist-knife-into-bjps-chances-as-mayawatis-stock-soars-2918906.html
563954061,20160727,HINDU,BHOPAL,4,6,1,-10.2803738317757,23.5,78.5,"Madhya Pradesh, Madhya Pradesh, India",http://www.express.pk/story/567968/
563954062,20160727,HINDU,MUSLIM,4,4,1,-10.2803738317757,23.5,78.5,"Madhya Pradesh, Madhya Pradesh, India",http://www.express.pk/story/567968/
563932593,20160726,HINDU,ACTIVIST,4,2,1,-3.47826086956521,23.5,78.5,"Madhya Pradesh, Madhya Pradesh, India",http://www.business-standard.com/article/news-ani/keeping-communal-issues-alive-in-up-is-centre-s-conspiracy-raj-babbar-116072700807_1.html
563932591,20160726,HINDU,MADHYA PRADESH,4,3,1,-3.47826086956521,24.0667,75.0667,"Mandsaur, Madhya Pradesh, India",http://www.business-standard.com/article/news-ani/keeping-communal-issues-alive-in-up-is-centre-s-conspiracy-raj-babbar-116072700807_1.html
563932594,20160726,HINDU,ACTIVIST,4,2,1,-3.47826086956521,24.0667,75.0667,"Mandsaur, Madhya Pradesh, India",http://www.business-standard.com/article/news-ani/keeping-communal-issues-alive-in-up-is-centre-s-conspiracy-raj-babbar-116072700807_1.html
563936649,20160726,HINDU,MADHYA PRADESH,4,1,1,-3.79146919431279,23.5,78.5,"Madhya Pradesh, Madhya Pradesh, India",http://www.freepressjournal.in/india/keeping-communal-issues-alive-in-up-is-centres-conspiracy-raj-babbar/898230
563937801,20160727,HINDU,MUSLIM,4,8,1,-4.26884650317892,23.5,78.5,"Madhya Pradesh, Madhya Pradesh, India",http://m.firstpost.com/politics/mandsaur-muddle-cow-protection-gangs-twist-knife-into-bjps-chances-as-mayawatis-stock-soars-2918906.html
563937803,20160727,HINDU,ACTIVIST,4,1,1,-4.54545454545455,23.5,78.5,"Madhya Pradesh, Madhya Pradesh, India",http://indianexpress.com/article/india/india-news-india/up-keeping-communal-issues-alive-is-centres-conspiracy-alleges-raj-babbar-2938913/
563937797,20160727,HINDU,MADHYA PRADESH,4,3,1,-4.54545454545455,24.0667,75.0667,"Mandsaur, Madhya Pradesh, India",http://indianexpress.com/article/india/india-news-india/up-keeping-communal-issues-alive-is-centres-conspiracy-alleges-raj-babbar-2938913/
563937804,20160727,HINDU,ACTIVIST,4,1,1,-4.54545454545455,24.0667,75.0667,"Mandsaur, Madhya Pradesh, India",http://indianexpress.com/article/india/india-news-india/up-keeping-communal-issues-alive-is-centres-conspiracy-alleges-raj-babbar-2938913/
563937805,20160727,HINDU,ACTIVIST,4,1,1,-4.54545454545455,24.0667,75.0667,"Mandsaur, Madhya Pradesh, India",http://indianexpress.com/article/india/india-news-india/up-keeping-communal-issues-alive-is-centres-conspiracy-alleges-raj-babbar-2938913/
563932592,20160726,HINDU,MADHYA PRADESH,4,1,1,-3.47826086956521,24.0667,75.0667,"Mandsaur, Madhya Pradesh, India",http://www.business-standard.com/article/news-ani/keeping-communal-issues-alive-in-up-is-centre-s-conspiracy-raj-babbar-116072700807_1.html
