GLOBALEVENTID,SQLDATE,Actor1Name,Actor2Name,Actor1Religion1Code,Actor2Religion1Code,NumMentions,NumSources,ActionGeo_Lat,ActionGeo_Long,ActionGeo_Fullname,SOURCEURL
412663473,20150226,ATHEIST,MILITANT,ATH,,2,1,20.0,77.0,India,http://www.dw.de/activist-blogger-and-dw-bobs-nominee-avijit-roy-killed-in-dhaka/a-18283869
412437730,20150226,HINDU,MINORITIES,HIN,,5,1,18.975,72.8258,"Mumbai, Maharashtra, India",http://www.rediff.com/business/report/india-inc-worried-over-delay-in-key-reforms/20150226.htm
412530217,20150226,CHRISTIAN,ISRAEL,CHR,,1,1,20.0,77.0,India,http://dunia.news.viva.co.id/news/read/595058-setelah-masjid--seminari-kristen-dibakar-di-yerusalem
412663471,20150226,ATHEIST,MILITANT,ATH,,6,1,20.0,77.0,India,http://www.dw.de/activist-blogger-and-dw-bobs-nominee-avijit-roy-killed-in-dhaka/a-18283869
412869582,20150227,YOGA,,HIN,,6,1,22.5697,88.3697,"Calcutta, West Bengal, India",https://ca.news.yahoo.com/bikram-yoga-guru-faces-more-rape-claims-124425141.html
412770981,20150227,YOGA,,HIN,,10,1,20.0,77.0,India,http://www.lapresse.ca/actualites/201502/26/01-4847874-le-fondateur-du-bikram-yoga-accuse-dagressions-sexuelles.php
412728548,20150227,CHRISTIANITY,,CHR,,5,1,18.975,72.8258,"Mumbai, Maharashtra, India",http://timesofindia.indiatimes.com/city/mumbai/Hate-crime-victim-booked-for-obscenity/articleshow/46390573.cms
413182961,20150228,HINDU,,HIN,,10,1,20.0,77.0,India,http://khabar.ibnlive.in.com/news/137196/2
413200149,20150228,HINDU,,HIN,,10,1,20.0,77.0,India,http://www.newstracklive.com/HI/NewsDesc.aspx?category=World&news=HN665F1C566E1A064C71681C7630EEE3856613
413376212,20150301,SIKH,POLICE,SIK,,1,1,27.6,76.8167,"Ramgarh, Rajasthan, India",http://www.nyoooz.com/ranchi/63266/sikh-delegation-meets-cm
413376210,20150301,SIKH,POLICE,SIK,,3,1,23.7833,85.9667,"Bokaro, Jharkhand, India",http://www.nyoooz.com/ranchi/63266/sikh-delegation-meets-cm
413378662,20150301,HINDU,CHRISTIANITY,HIN,CHR,10,1,28.6293,75.071,"Mahatma, Rajasthan, India",http://punjabpost.ca/2015/03/vandals-target-kent-hindu-temple/
413376211,20150301,SIKH,POLICE,SIK,,1,1,27.6,76.8167,"Ramgarh, Rajasthan, India",http://www.nyoooz.com/ranchi/63266/sikh-delegation-meets-cm
413541013,20150302,CATHOLIC,,CHR,,10,1,13.5,76.0,,http://www.hispanidad.com/Breves/india-vandalismo-anticristiano-contra-iglesias-y-cementerios-20150302-168585.html
413454026,20150302,AMIT,GOVERNMENT,JEW,,8,1,25.1833,85.5167,"Bihar, Bihar, India",http://www.jagran.com/news/national-nitish-kumar-takes-on-modi-12128651.html
413842267,20150303,CHRISTIAN,,CHR,,5,1,20.0,77.0,India,http://www.catholicnewsagency.com/news/indian-diocese-joins-with-pope-francis-in-praying-for-persecuted-christians-68112/
413810469,20150303,SIKH,DELHI,SIK,,4,1,28.6667,77.2167,"Delhi, Delhi, India",http://www.omnilogos.com/2015/03/mogul-conquest-of-india-1526-1707.html
413810465,20150303,SIKH,,SIK,,4,1,28.6667,77.2167,"Delhi, Delhi, India",http://www.omnilogos.com/2015/03/mogul-conquest-of-india-1526-1707.html
413842271,20150303,THE POPE,,CHR,,10,1,20.0,77.0,India,http://www.catholicnewsagency.com/news/indian-diocese-joins-with-pope-francis-in-praying-for-persecuted-christians-68112/
414114687,20150304,THE POPE,,CHR,,20,1,20.0,77.0,India,http://www.heraldmalaysia.com/newscategory/news/Indian-diocese-joins-with-Pope-Francis-in-praying-for-persecuted-Christians/22714/3/1
414116626,20150304,HINDU,,HIN,,10,1,28.15,77.3333,"Palwal, Haryana, India",http://www.newstracklive.com/HI/NewsDesc.aspx?category=India&news=HNE31F833A1D5161445A1B3491D3466EB42D0F
414114680,20150304,CHRISTIAN,,CHR,,10,1,20.0,77.0,India,http://www.heraldmalaysia.com/newscategory/news/Indian-diocese-joins-with-Pope-Francis-in-praying-for-persecuted-Christians/22714/3/1
414116917,20150304,SIKH,,SIK,,1,1,28.6667,77.2167,"Delhi, Delhi, India",http://www.quamiekta.com/2015/03/03/27039/
414469105,20150305,HINDU,MUSLIM,HIN,MOS,4,1,17.3753,78.4744,"Hyderabad, Andhra Pradesh, India",http://www.siasat.com/english/news/sadhvi-saraswati-ordered-hindu-girls-pelt-stones-muslim-boys
416558162,20150305,HINDU,JOURNALIST,HIN,,8,1,13.0833,80.2833,"Chennai, Tamil Nadu, India",http://navbharattimes.indiatimes.com/state/other-states/bangalore/chennai/puthiya-thalaimurai-tv-office-attacked/articleshow/46544049.cms
414469106,20150305,HINDU,MUSLIM,HIN,MOS,6,1,12.8639,74.8353,"Mangaluru, Karnataka, India",http://www.siasat.com/english/news/sadhvi-saraswati-ordered-hindu-girls-pelt-stones-muslim-boys
414795518,20150306,JESUITS,PRIEST,CHR,,5,1,18.5333,73.8667,"Pune, Maharashtra, India",http://noteszaroka.blogspot.com/2015/03/jesuits-welcome-release-of-abducted.html
414914355,20150306,CATHOLIC PRIEST,,CHR,,10,1,10.0,76.5,,http://medicinehatnews.com/news/provincial-news/2015/03/06/priest-cries-after-acquitted-of-sexual-touching-minor-in-northwestern-alberta/
416669443,20150306,HINDU,JOURNALIST,HIN,,8,1,11.0,78.0,,http://khabar.ndtv.com/news/india/bomb-attack-on-tv-channel-in-chennai-746184
415069797,20150307,CHRISTIAN,HINDU,CHR,HIN,3,1,20.5,84.4167,,http://www.thecommonsenseshow.com/2015/03/07/the-global-genocide-against-christians-where-is-the-american-muslim-outrage/
415104171,20150307,CHRISTIAN,,CHR,,10,1,28.4333,77.3167,"Faridabad, Haryana, India",http://www.jagran.com/haryana/faridabad-12141271.html
415104172,20150307,CHRISTIAN,VILLAGER,CHR,,10,1,28.4333,77.3167,"Faridabad, Haryana, India",http://www.jagran.com/haryana/faridabad-12141271.html
415069796,20150307,CHRISTIAN,HINDU,CHR,HIN,1,1,20.5,84.4167,,http://www.thecommonsenseshow.com/2015/03/07/the-global-genocide-against-christians-where-is-the-american-muslim-outrage/
415367334,20150309,HINDU MUNNANI,HINDU MUNNANI,HIN,HIN,4,1,13.0081,80.2194,"Guindy, Tamil Nadu, India",http://www.newindianexpress.com/cities/chennai/HM-Stir-Against-Channel-Turns-Violent/2015/03/09/article2704578.ece
415367333,20150309,HINDU MUNNANI,ACTIVIST,HIN,,5,1,13.0081,80.2194,"Guindy, Tamil Nadu, India",http://www.newindianexpress.com/cities/chennai/HM-Stir-Against-Channel-Turns-Violent/2015/03/09/article2704578.ece
415704577,20150310,HINDU,BUFFALO,HIN,,2,1,18.975,72.8258,"Mumbai, Maharashtra, India",http://www.bloomberg.com/news/articles/2015-03-10/india-s-beef-boom-threatened-as-age-old-tensions-flare
415817435,20150310,HINDU,BUFFALO,HIN,,10,1,18.975,72.8258,"Mumbai, Maharashtra, India",http://foreignpolicy.com/2015/03/10/pakistan-tests-new-missile-modi-makes-rounds-among-indian-ocean-states-afghan-refugees-to-be-legalized/
415893288,20150310,CHRISTIAN,HINDU,CHR,HIN,1,1,26.9167,75.8167,"Jaipur, Rajasthan, India",http://christiannews.net/2015/03/10/days-after-indian-police-torture-christians-hindu-extremists-attack-in-madhya-pradesh/
415916917,20150310,RASHTRIYA SWAYAMSEVAK SANGH,COLLEGE,HIN,,2,1,9.49417,76.3275,"Alappuzha, Kerala, India",http://timesofindia.indiatimes.com/city/kochi/Two-more-suspects-identified/articleshow/46522176.cms
415893289,20150310,CHRISTIAN,HINDU,CHR,HIN,1,1,26.9167,75.8167,"Jaipur, Rajasthan, India",http://christiannews.net/2015/03/10/days-after-indian-police-torture-christians-hindu-extremists-attack-in-madhya-pradesh/
416167420,20150311,SIKH,CONGRESS,SIK,,10,1,28.6,77.2,"New Delhi, Delhi, India",http://www.sanjeevnitoday.com/detail/11-03-2015/1984-Attack-on-Sikhs
416235859,20150311,AMIT,,JEW,,4,1,19.1,72.9167,"Vikhroli, Maharashtra, India",http://www.mumbaimirror.com/mumbai/crime/Civic-engineer-allegedly-abused-assaulted-by-NCP-leader-at-Vikhroli/articleshow/46534246.cms
416379655,20150312,HINDU,CHENNAI,HIN,,2,1,13.0833,80.2833,"Chennai, Tamil Nadu, India",http://www.firstpost.com/india/hindu-outfit-hurls-bombs-at-chennai-media-house-for-airing-show-questioning-need-for-mangalsutra-2149335.html
416500947,20150312,AMIT,RAJASTHAN,JEW,,1,1,22.7167,75.8333,"Indore, Madhya Pradesh, India",http://www.hindustantimes.com/indore/cbi-finds-documents-of-mortgaged-land-from-soni-brothers-residence-in-indore/article1-1257471.aspx
416387907,20150312,HINDU,MEDIA,HIN,,4,1,13.0833,80.2833,"Chennai, Tamil Nadu, India",http://www.coastaldigest.com/index.php/news/73517-hindu-extremists-hurl-crude-bombs-at-chennai-media-house
416289780,20150312,AMIT,,JEW,,4,1,19.1,72.9167,"Vikhroli, Maharashtra, India",http://mumbaimirror.com/mumbai/crime/Civic-engineer-allegedly-abused-assaulted-by-NCP-leader-at-Vikhroli/articleshow/46534246.cms
416387908,20150312,HINDU,TAMIL,HIN,,2,1,13.0833,80.2833,"Chennai, Tamil Nadu, India",http://www.coastaldigest.com/index.php/news/73517-hindu-extremists-hurl-crude-bombs-at-chennai-media-house
416365929,20150312,HINDU,,HIN,,10,1,13.0833,80.2833,"Chennai, Tamil Nadu, India",http://www.ibtimes.co.in/chennai-explosives-thrown-news-channel-office-625959
416387905,20150312,HINDU,CHENNAI,HIN,,4,1,13.0833,80.2833,"Chennai, Tamil Nadu, India",http://www.coastaldigest.com/index.php/news/73517-hindu-extremists-hurl-crude-bombs-at-chennai-media-house
416387906,20150312,HINDU,CHENNAI,HIN,,2,1,13.0833,80.2833,"Chennai, Tamil Nadu, India",http://www.coastaldigest.com/index.php/news/73517-hindu-extremists-hurl-crude-bombs-at-chennai-media-house
416623357,20150313,HINDU,TELEVISION,HIN,,2,1,11.0,78.0,,http://www.indiagazette.com/index.php/sid/231022567
416697389,20150313,HINDU MUNNANI,HINDU,HIN,HIN,10,1,13.0833,80.2833,"Chennai, Tamil Nadu, India",http://seeandsaynews.in/national/national-news/4172-hindu-youth-sena-leader-surrender-to-police-on-tv-channel-attack-case
416623356,20150313,HINDU,TAMIL NADU,HIN,,3,1,11.0,78.0,,http://www.indiagazette.com/index.php/sid/231022567
416759394,20150313,CHRISTIAN,POLICE,CHR,,5,1,28.6,77.2,"New Delhi, Delhi, India",http://www.catholicherald.co.uk/news/2015/03/13/police-in-india-accused-of-roughing-up-christian-protesters/
417010711,20150314,AMIT,,JEW,,4,1,25.6,85.1167,"Patna, Bihar, India",http://aajtak.intoday.in/story/manmohan-summoned-in-coalgate-as-accused-is-a-psycological-conspiracy-to-kill-him-says-lalu-prasad-1-803264.html
417010710,20150314,AMIT,,JEW,,6,1,28.6667,77.2167,"Delhi, Delhi, India",http://aajtak.intoday.in/story/manmohan-summoned-in-coalgate-as-accused-is-a-psycological-conspiracy-to-kill-him-says-lalu-prasad-1-803264.html
417188390,20150315,SIKH,AMRITSAR,SIK,,5,1,31.6331,74.8656,"Amritsar, Punjab, India",http://khalistannewsblogspotcom.blogspot.com/2015/03/memorandum-submitted-uno-9th-march-2015.html
417188389,20150315,SIKH,,SIK,,4,1,31.6331,74.8656,"Amritsar, Punjab, India",http://khalistannewsblogspotcom.blogspot.com/2015/03/memorandum-submitted-uno-9th-march-2015.html
417181003,20150315,HINDU,BUFFALO,HIN,,4,2,18.975,72.8258,"Bombay, Maharashtra, India",http://www.nwaonline.com/news/2015/mar/15/india-s-beef-boom-under-attack-20150315/
417188388,20150315,SIKH,,SIK,,2,1,31.6331,74.8656,"Amritsar, Punjab, India",http://khalistannewsblogspotcom.blogspot.com/2015/03/memorandum-submitted-uno-9th-march-2015.html
417281111,20150315,HINDU,CHRISTIAN,HIN,CHR,2,1,23.1833,88.5833,"Ranaghat, West Bengal, India",http://dailymailnews.com/2015/03/15/raw-manages-to-shift-anti-christianity-focus-from-india-to-pakistan/
417281110,20150315,HINDU,CHRISTIAN,HIN,CHR,6,1,13.5,76.0,,http://dailymailnews.com/2015/03/15/raw-manages-to-shift-anti-christianity-focus-from-india-to-pakistan/
417281112,20150315,HINDU,KARNATAKA,HIN,,2,1,23.1833,88.5833,"Ranaghat, West Bengal, India",http://dailymailnews.com/2015/03/15/raw-manages-to-shift-anti-christianity-focus-from-india-to-pakistan/
417188391,20150315,SIKH,AMRITSAR,SIK,,6,1,31.6331,74.8656,"Amritsar, Punjab, India",http://khalistannewsblogspotcom.blogspot.com/2015/03/memorandum-submitted-uno-9th-march-2015.html
417552849,20150316,HINDU,CHRISTIAN,HIN,CHR,2,1,23.1833,88.5833,"Ranaghat, West Bengal, India",http://dailymailnews.com/2015/03/16/raw-manages-to-shift-anti-christianity-focus-from-india-to-pakistan/
417463452,20150316,CHRISTIAN,,CHR,,10,1,28.6667,77.2167,"Delhi, Delhi, India",http://www.capitalotc.com/70-year-old-nun-raped-during-burglary-in-india/29799/
417552848,20150316,HINDU,CHRISTIAN,HIN,CHR,6,1,13.5,76.0,,http://dailymailnews.com/2015/03/16/raw-manages-to-shift-anti-christianity-focus-from-india-to-pakistan/
417489518,20150316,SIKH,,SIK,,10,1,31.6,74.8667,"Golden Temple, Punjab, India",http://sikhsiyasat.net/2015/03/16/the-tragedy-of-1984-challenges-for-a-sikh-journalist/
417579612,20150316,THE CHRISTIAN COMMUNITY,,CHR,,10,1,22.5697,88.3697,"Calcutta, West Bengal, India",http://www.bfmtv.com/international/manifestation-a-calcutta-apres-le-viol-en-reunion-d-une-religieuse-de-75-ans-869510.html
417392445,20150316,CHRISTIAN,DELHI,CHR,,6,1,28.6667,77.2167,"Delhi, Delhi, India",http://www.thesundaily.my/news/1355885
417502532,20150316,CHRISTIAN,,CHR,,10,1,23.25,88.5,"Nadia District, West Bengal, India",http://www.patrika.com/news/crime/nun-gang-rape-case-protesters-block-mamata-s-convoy-in-nadia-1010097/
417467262,20150316,CHRISTIAN,,CHR,,3,1,22.5697,88.3697,"Kolkata, West Bengal, India",http://www.straitstimes.com/news/asia/south-asia/story/priests-schoolgirls-join-rally-india-over-gang-rape-elderly-nun-20150316
417347029,20150316,YWCA,CANADA,CHR,,2,1,20.0,77.0,India,http://www.vancouversun.com/opinion/columnists/Stephen+Hume+country+anti+woman+culture+Canada/10892172/story.html
417552850,20150316,HINDU,KARNATAKA,HIN,,2,1,23.1833,88.5833,"Ranaghat, West Bengal, India",http://dailymailnews.com/2015/03/16/raw-manages-to-shift-anti-christianity-focus-from-india-to-pakistan/
417319467,20150316,HINDU MUNNANI,,HIN,,10,1,11.0,78.0,,http://www.dnaindia.com/analysis/editorial-dnaedit-let-s-have-a-discussion-2068900
417856920,20150317,HINDU,CHRISTIAN,HIN,CHR,2,1,23.1833,88.5833,"Ranaghat, West Bengal, India",http://dailymailnews.com/2015/03/17/raw-manages-to-shift-anti-christianity-focus-from-india-to-pakistan/
417856919,20150317,HINDU,CHRISTIAN,HIN,CHR,6,1,13.5,76.0,,http://dailymailnews.com/2015/03/17/raw-manages-to-shift-anti-christianity-focus-from-india-to-pakistan/
417681403,20150317,CHRISTIAN,,CHR,,10,1,31.6331,74.8656,"Amritsar, Punjab, India",http://www.quamiekta.com/2015/03/16/27196/
417645031,20150317,CHRISTIAN,,CHR,,10,1,28.6667,77.2167,"Delhi, Delhi, India",http://www.anandabazar.com/district/nodia-murshidabbad/%E0%A6%B0-%E0%A6%9C-%E0%A6%AF-%E0%A6%B0-%E0%A6%95-%E0%A6%9B-%E0%A6%B0-%E0%A6%AA-%E0%A6%B0-%E0%A6%9F-%E0%A6%A4%E0%A6%B2%E0%A6%AC-%E0%A6%95-%E0%A6%A8-%E0%A6%A6-%E0%A6%B0-%E0%A6%B0-1.124600
417700882,20150317,CHRISTIAN,DELHI,CHR,,6,1,28.6667,77.2167,"Delhi, Delhi, India",http://www.news24.co.ke/World/News/Thousands-to-rally-in-India-over-nun-gang-rape-20150317
417856921,20150317,HINDU,KARNATAKA,HIN,,2,1,23.1833,88.5833,"Ranaghat, West Bengal, India",http://dailymailnews.com/2015/03/17/raw-manages-to-shift-anti-christianity-focus-from-india-to-pakistan/
417645033,20150317,CHRISTIANITY,CHRISTIANITY,CHR,CHR,10,1,28.6667,77.2167,"Delhi, Delhi, India",http://www.anandabazar.com/district/nodia-murshidabbad/%E0%A6%B0-%E0%A6%9C-%E0%A6%AF-%E0%A6%B0-%E0%A6%95-%E0%A6%9B-%E0%A6%B0-%E0%A6%AA-%E0%A6%B0-%E0%A6%9F-%E0%A6%A4%E0%A6%B2%E0%A6%AC-%E0%A6%95-%E0%A6%A8-%E0%A6%A6-%E0%A6%B0-%E0%A6%B0-1.124600
417608845,20150317,CHRISTIAN,,CHR,,3,1,22.5697,88.3697,"Kolkata, West Bengal, India",http://arabtimesonline.com/NewsDetails/tabid/96/smid/414/ArticleID/214035/reftab/36/t/Priests-school-girls-join-rally-over-nun-gang-rape/Default.aspx
417758612,20150317,HINDU,,HIN,,10,1,29.6161,76.9806,"Haryana, Haryana, India",http://www.niticentral.com/2015/03/17/christian-alarmism-and-the-indian-state-307164.html
417645032,20150317,CHRISTIAN,,CHR,,10,1,28.6667,77.2167,"Delhi, Delhi, India",http://www.anandabazar.com/district/nodia-murshidabbad/%E0%A6%B0-%E0%A6%9C-%E0%A6%AF-%E0%A6%B0-%E0%A6%95-%E0%A6%9B-%E0%A6%B0-%E0%A6%AA-%E0%A6%B0-%E0%A6%9F-%E0%A6%A4%E0%A6%B2%E0%A6%AC-%E0%A6%95-%E0%A6%A8-%E0%A6%A6-%E0%A6%B0-%E0%A6%B0-1.124600
418174378,20150318,HINDU,CHRISTIAN,HIN,CHR,6,1,13.5,76.0,,http://dailymailnews.com/2015/03/18/raw-manages-to-shift-anti-christianity-focus-from-india-to-pakistan/
418238256,20150318,CHRISTIAN,,CHR,,10,1,20.0,77.0,India,http://www.voaindonesia.com/content/kampanye-anti-kristen-dalam-serangan-di-india-/2685674.html
418174379,20150318,HINDU,CHRISTIAN,HIN,CHR,2,1,23.1833,88.5833,"Ranaghat, West Bengal, India",http://dailymailnews.com/2015/03/18/raw-manages-to-shift-anti-christianity-focus-from-india-to-pakistan/
417952102,20150318,HARYANA,,CHR,,2,1,28.6667,77.2167,"Delhi, Delhi, India",http://www.anandabazar.com/district/nodia-murshidabbad/ranaghat-tmc-makes-a-list-of-protesters-1.124920
418041142,20150318,HINDU,RESIDENTS,HIN,,10,1,28.6,77.2,"New Delhi, Delhi, India",http://www.timenewsbd.com/news/detail/44976
418130986,20150318,ASHOK SINGHAL,,HIN,,10,1,23.0333,72.6167,"Ahmedabad, Gujarat, India",http://www.jansatta.com/chopal/bjp-narendra-modi-modi-ache-din-rapist-asaram-bapu/21090/
417952101,20150318,HARYANA,,CHR,,6,1,22.5697,88.3697,"Calcutta, West Bengal, India",http://www.anandabazar.com/district/nodia-murshidabbad/ranaghat-tmc-makes-a-list-of-protesters-1.124920
418174380,20150318,HINDU,KARNATAKA,HIN,,2,1,23.1833,88.5833,"Ranaghat, West Bengal, India",http://dailymailnews.com/2015/03/18/raw-manages-to-shift-anti-christianity-focus-from-india-to-pakistan/
418486356,20150319,HINDU,CHRISTIAN,HIN,CHR,6,1,13.5,76.0,,http://dailymailnews.com/2015/03/19/raw-manages-to-shift-anti-christianity-focus-from-india-to-pakistan/
418307734,20150319,CHRISTIAN,,CHR,,3,1,22.5697,88.3697,"Kolkata, West Bengal, India",http://gulfnews.com/news/asia/india/priests-schoolgirls-join-rally-in-india-over-nun-gang-rape-1.1472695
418298214,20150319,CHRISTIAN,WEST BENGAL,CHR,,6,1,20.5,84.4167,,http://blogs.economictimes.indiatimes.com/et-editorials/attacks-on-christians-a-blot-on-indias-image/
418486357,20150319,HINDU,CHRISTIAN,HIN,CHR,2,1,23.1833,88.5833,"Ranaghat, West Bengal, India",http://dailymailnews.com/2015/03/19/raw-manages-to-shift-anti-christianity-focus-from-india-to-pakistan/
418309542,20150319,YWCA,CANADA,CHR,,1,1,20.0,77.0,India,http://www.edmontonjournal.com/opinion/columnists/Stephen+Hume+country+anti+woman+culture+Canada/10892172/story.html
418298213,20150319,CHRISTIAN,WEST BENGAL,CHR,,2,1,28.6667,77.2167,"Delhi, Delhi, India",http://blogs.economictimes.indiatimes.com/et-editorials/attacks-on-christians-a-blot-on-indias-image/
418486358,20150319,HINDU,KARNATAKA,HIN,,2,1,23.1833,88.5833,"Ranaghat, West Bengal, India",http://dailymailnews.com/2015/03/19/raw-manages-to-shift-anti-christianity-focus-from-india-to-pakistan/
418375198,20150319,CHRISTIAN,,CHR,,10,1,28.6,77.2,"New Delhi, Delhi, India",http://www.khaskhabar.com/picture-news/news-wrong-message-thrown-by-christians-attack-1-12120.html%20target=
418703262,20150320,HINDU,,HIN,,4,1,28.6667,77.2167,"Delhi, Delhi, India",http://www.niticentral.com/2015/03/20/ribeiro-ko-itna-gussa-kyun-open-letter-julio-sahib-bursting-blood-vessels-307600.html
418700956,20150320,SIKH,POLICE,SIK,,10,1,31.6331,74.8656,"Amritsar, Punjab, India",http://www.quamiekta.com/2015/03/20/27260/
418841696,20150320,HINDU,CHRISTIAN,HIN,CHR,2,1,23.1833,88.5833,"Ranaghat, West Bengal, India",http://dailymailnews.com/2015/03/20/raw-manages-to-shift-anti-christianity-focus-from-india-to-pakistan/
418841697,20150320,HINDU,KARNATAKA,HIN,,2,1,23.1833,88.5833,"Ranaghat, West Bengal, India",http://dailymailnews.com/2015/03/20/raw-manages-to-shift-anti-christianity-focus-from-india-to-pakistan/
418640950,20150320,CHRISTIAN,,CHR,,3,1,22.5697,88.3697,"Kolkata, West Bengal, India",http://m.gulfnews.com/news/world/india/priests-schoolgirls-join-rally-in-india-over-nun-gang-rape-1.1472695
418634561,20150320,AMIT,,JEW,,10,1,28.6667,77.4333,"Ghaziabad, Uttar Pradesh, India",http://navbharattimes.indiatimes.com/state/uttar-pradesh/ghaziabad/registered-a-case-of-dowry-deaths-including-6-on-husband/articleshow/46626742.cms
